song_id	line_id	line_orig	line_transl
168	13-1	1 2 3 go	Раз, два, три, вперед!
168	13-2	Do it this do it this do it	Ты сможешь сделать это
168	13-3	Do it this do it this do it	Ты сможешь сделать это
168	13-4	Do it this do it this do it	Ты сможешь сделать это
168	13-5	Tell me more	Расскажи мне побольше
168	13-6	Tell me more	Расскажи мне побольше
168	14-1	Do it this do it this do it	Ты сможешь сделать это
168	14-2	Do it this do it this do it	Ты сможешь сделать это
168	14-3	Do it this do it this do it	Ты сможешь сделать это
168	14-4	Do you love me yeah	Любишь ли ты меня? да
169	0-3	
잿빛의 도시를 넘어가	
За серым городом
169	0-4	
홀로 날 기다린 걸까	
Ты ждала только меня?
169	0-5	
우리의 서툴던 약속과	
Наше непонятное обещание
169	0-6	
비밀이 시작된 작은 섬	
Маленький остров, где началась тайна
169	1-1	기억해? 너와 내 별의 노래	Помнишь? Нашу звёздную песню,
169	1-2	
그 안의 우린 별이었지	
В которой звёздами были мы
169	1-3	
꿈으로 빛나던 그 멜로디	
Мелодию, которая сияла мечтами
169	1-4	
잊지 말아줘 영원히	
Никогда не забывай
169	1-5	
이 곳은 우리의 start line	
Это наше начало
169	1-6	
우리의 start line	
Наш старт
169	1-7	
함께 본 그 날의 starlight	
Тот, что видели вместе звёздный свет
169	1-8	
그 밤을 잊으면 안돼	
Не забывай ту ночь
169	1-9	
이 곳을 잊으면 안돼	
Не забывай это место
169	2-1	결국 물거품이 될까?	Забудем ли мы всё в итоге?
169	2-2	
꿈도 다 추억이 될까?	
Станут ли мечты воспоминанием?
169	2-3	
표류가 되어버린 이 항해 yeah	
Это волнующее путешествие, да
169	2-4	
웃는 법을 잊은 듯해	
Я думаю, что забыл, как улыбаться
169	2-5	
회색 현실의 끝에	
Под конец этой серой реальности,
169	2-6	
또 어둠이 날 부를 때	
Когда тьма позвала меня снова
169	3-1	기억해? 이곳에 있던 우리	Помнишь? Мы были здесь,
169	3-2	
그날의 우린 별이었지	
Были звёздами в тот день
169	3-3	
이 섬에 남겨놓은 작은 노래	
Маленькую песню, которую я здесь оставил
169	3-4	
잊지 말아줘 영원히	
Никогда не забывай
169	3-5	
이 곳은 우리의 start line	
Это наше начало
169	3-6	
우리의 start line	
Наш старт
169	3-7	
함께 본 그 날의 starlight	
Тот, что видели вместе звёздный свет
169	3-8	
그 밤을 잊으면 안돼	
Не забывай ту ночь
169	3-9	
이 곳을 잊으면 안돼	
Не забывай это место
169	4-1	누군가 내 이름을 불렀지	Кто-то позвал меня по имени,
169	4-2	
색이 다른 눈동자의 저 고양이	
Этот разноглазый котёнок
169	4-3	
그 눈에 비친 나는 지쳐있어 여전히	
Я устал от этих глаз,
169	4-4	
But 잠들면 안돼 쓰러지면 안돼	
Но спать нельзя, тебе нельзя упасть
169	4-5	
이 곳을 잊지마 start line	
Не забывай это место - начало
169	4-6	
우리의 start line	
Наш старт
169	4-7	
함께 본 그 날의 starlight	
Тот, что видели вместе звёздный свет
169	4-8	
그 밤을 잊으면 안돼	
Не забывай ту ночь
169	4-9	
이 곳을 잊으면 안돼	
Не забывай это место
169	5-1	Start line (I miss you, I miss you)	Начало (Я скучаю, скучаю по тебе)
169	5-2	
너와 내 island (I miss you, I miss you)	
Ты и наш остров (Я скучаю, скучаю по тебе)
169	5-3	
마법을 시작해 right now (I miss you, I miss you)	
Начни магию сейчас (Я скучаю, скучаю по тебе)
169	5-4	
이름을 잊으면 안돼	
Не забывай своё имя
169	5-5	
마법이 풀리지 않게	
Не позволяй волшебству сломаться
170	0-1	더 활짝 필 밤이 시작돼	Наступила полная ночь
170	0-2	새로 쓰는 진짜 날 위한	Для настоящей меня
170	0-3	The first page Yeah	Первая страничка, да
170	0-4	6960 Magic	6960, волшебно!
170	0-5	춤추는 발끝은 Crazy	Мои пальцы сходят с ума
170	0-6	날 위한 축배를 Now	Скажите тост за меня
170	1-1	모든 Do’s and Don’ts	Все, что можно и нельзя
170	1-2	지루해 이젠 다	Мне так скучно
170	1-3	빗자룰 타고 날아 볼래	Я хочу летать на метле
170	1-4	Look at me	Посмотри на меня
170	1-5	두려워하진 마 다치진 않아	Не бойся
170	2-1	My life is waiting for you	Моя жизнь тебя ждет
170	2-2	Yes you	Да, тебя
170	2-3	거울 속 날 보고 웃는 그녀	Она улыбается мне в зеркало
170	2-4	Hakuna matata	Акуна матата!
170	2-5	My heart is beating for you	Мое сердце стучит для тебя
170	2-6	Yes you	Да, для тебя
170	2-7	No more fairy tale	Никаких больше сказок
170	2-8	밤은 Tic tak tic tak	Ночь, тик-так
170	2-9	Ring my heart	Мое сердце звучит
170	3-1	MAGO MAGO	Я чародейка
170	3-2	심판해 봐 지금 날	Не суди меня пока
170	3-3	흔들리지 않을 테니	Я еще не так потрясна
170	3-4	MAGO MAGO	Чародейка
170	3-5	나를 위한 춤을 춰	Станцуй для меня
170	3-6	밤은 Tic tak tic tak	Ночь, тик-так
170	3-7	Feel so high	Я чувствую себя на вершине
170	4-1	나는 빛이자 어둠이 되고	Я словно свет и тьма
170	4-2	거짓도 진실도 될 수가 있어	Это может быть и правдой, и ложью
170	4-3	그저 원하면 원하는 대로	Думай, как хочешь
170	4-4	기쁨과 슬픔 그대로	И в радость, и в печаль
170	4-5	다 내가 될 거야	Будь со мной
170	5-1	불꽃은 피고 달빛이 가득해	Фейерверки сияют, и все окутано лунным светом
170	5-2	We can dance in this moon night again	Мы можем вновь потанцевать под луной
170	5-3	Come with me	Давай со мной!
170	5-4	잔을 들어 봐 미래를 가져 봐	Скажи за меня тост
170	6-1	My life is waiting for you	Моя жизнь тебя ждет
170	6-2	Yes you	Да, тебя
170	6-3	거울 속 날 보고 웃는 그녀	Она улыбается мне в зеркало
170	6-4	Hakuna matata	Акуна матата!
170	6-5	My heart is beating for you	Мое сердце стучит для тебя
170	6-6	Yes you	Да, для тебя
170	6-7	No more fairy tale	Никаких больше сказок
170	6-8	밤은 Tic tak tic tak	Ночь, тик-так
170	6-9	Ring my heart	Мое сердце звучит
170	7-1	MAGO MAGO	Я чародейка
170	7-2	심판해 봐 지금 날	Не суди меня пока
170	7-3	흔들리지 않을 테니	Я еще не так потрясна
170	7-4	MAGO MAGO	Чародейка
170	7-5	나를 위한 춤을 춰	Станцуй для меня
170	7-6	밤은 Tic tak tic tak	Ночь, тик-так
170	7-7	Feel so high	Я чувствую себя на вершине
170	8-1	In the midnight	В полночь
170	8-2	In this midnight	В эту полночь
170	8-3	불꽃의 축복 속 다시 태어나서 날아	Я родилась снова и была благословлена
170	9-1	My life is waiting for you	Моя жизнь тебя ждет
170	9-2	Yes you	Да, тебя
170	9-3	거울 속 날 보고 웃는 그녀	Она улыбается мне в зеркало
170	9-4	Hakuna matata	Акуна матата!
170	9-5	My heart is beating for you	Мое сердце стучит для тебя
170	9-6	Yes you	Да, для тебя
170	9-7	No more fairy tale	Никаких больше сказок
170	9-8	밤은 Tic tak tic tak	Ночь, тик-так
170	9-9	Ring my heart	Мое сердце звучит
170	10-1	MAGO MAGO	Я чародейка
170	10-2	심판해 봐 지금 날	Не суди меня пока
170	10-3	흔들리지 않을 테니	Я еще не так потрясна
170	10-4	MAGO MAGO	Чародейка
170	10-5	나를 위한 춤을 춰	Станцуй для меня
170	10-6	밤은 Tic tak tic tak	Ночь, тик-так
170	10-7	Feel so high	Я чувствую себя на вершине
171	0-1	저 멀리 서 있는 넌 이미 가까워진 듯 느껴져 이 순간
1	Ты стоишь так далеко, но я ощущаю тебя так близко
171	0-2	날 향해 경계하는 두려움에 찬 그 눈빛 괜찮아 걱정 마	Твои настороженные глаза со страхом смотрят на меня, но не волнуйся, всё в порядке
171	0-3	너의 떨리는 두 손 내가 잡고 싶어져	Хочу держать тебя за дрожащие руки
171	0-4	이미 알고 있잖아 나를 원한다는 걸	Ты уже знаешь, что хочешь меня
171	1-1	Love me love me now	Люби меня сейчас
171	1-2	Love me love me good	Полюби меня правильно
171	1-3	Don’t need nobody else when it feels this good	Не нужен никто другой, когда чувства так прекрасны
171	1-4	Ain’t nobody around, do it like you should	Никого вокруг, делай это как следует
171	1-5	Do it do it do it do it	Делай это, делай
171	1-6	Yeah you make me go	Да, ты заставляешь меня двигаться
171	2-1	Love me love me now	Люби меня сейчас
171	2-2	Love me love me good (you make me go)	Полюби меня правильно (Ты движешь мной)
171	2-3	Don’t need nobody else when it feels this good (you make me go)	Не нужен никто другой, когда чувства так прекрасны (Ты движешь мной)
171	2-4	Ain’t nobody around, do it like you should	Никого вокруг, делай это как следует
171	3-1	여길 봐 난 해치지 않아 다가와도 괜찮아	Послушай, я не кусаюсь, подойди ко мне – всё в порядке
171	3-2	고갤 들어 주위를 둘러봐 어딜 봐도 나잖아	Подними голову и оглянись, ты видишь только меня
171	3-3	조금 더 조금 더 맘을 열어 내게 더 보여줘	Немного шире раскрой своё сердце, дай мне увидеть больше
171	3-4	들려줘 감춘 진실을	Позволь мне услышать твою скрытую тайну
171	3-5	너의 떨리는 두 손 내가 잡고 있잖아	Я держу тебя за дрожащие руки
171	3-6	이미 알고 있잖아 내가 필요하단 걸	Ты уже знаешь, что я нужна тебе
171	4-1	Love me love me now	Люби меня сейчас
171	4-2	Love me love me good	Полюби меня правильно
171	4-3	Don’t need nobody else when it feels this good	Не нужен никто другой, когда чувства так прекрасны
171	4-4	Ain’t nobody around, do it like you should	Никого вокруг, делай это как следует
171	4-5	Do it do it do it do it	Делай это, делай
171	4-6	Yeah you make me go	Да, ты заставляешь меня двигаться
171	5-1	Love me love me now	Люби меня сейчас
171	5-2	Love me love me good (you make me go)	Полюби меня правильно (Ты движешь мной)
171	5-3	Don’t need nobody else when it feels this good (you make me go)	Не нужен никто другой, когда чувства так прекрасны (Ты движешь мной)
171	5-4	Ain’t nobody around, do it like you should	Никого вокруг, делай это как следует
171	6-1	Hey 어딜 봐 넌 다치지 않아 내게 와도 괜찮아	Хей, куда ты смотришь? Я не причиню тебе вреда, всё в порядке – подойди ко мне
171	6-2	고갤 들어 주위를 둘러봐 다시 봐도 나잖아	Подними голову и осмотрись Это всё ещё я, даже если ты снова посмотришь
171	6-3	점점 더 시간은 촉박해져 촉박해져 Oh yeah	Время уходит, оно уходит всё больше, о да
171	6-4	점점 더 심장은 조여올 걸 조여올 걸 Oh yeah	Твоё сердце сжимается, оно сжимается всё сильнее, о да
171	6-5	너의 떨리는 몸은 점점 굳어갈 거야	Твоё дрожащее тело замирает всё больше
171	6-6	이미 알고 있잖아 넌 시간이 없는 걸	Ты уже знаешь, что у тебя нет времени
171	7-1	Love me love me now	Люби меня сейчас
171	7-2	Love me love me good	Полюби меня правильно
171	7-3	Don’t need nobody else when it feels this good	Не нужен никто другой, когда чувства так прекрасны
171	7-4	Ain’t nobody around, do it like you should	Никого вокруг, делай это как следует
171	7-5	Yeah you make me go	Да, ты заставляешь меня двигаться
171	8-1	Love me love me now	Люби меня сейчас
171	8-2	Love me love me good (you make me go)	Полюби меня правильно (Ты движешь мной)
171	8-3	Don’t need nobody else when it feels this good (you make me go)	Не нужен никто другой, когда чувства так прекрасны (Ты движешь мной)
171	8-4	Ain’t nobody around, do it like you should	Никого вокруг, делай это как следует
171	8-5	Do it do it do it do it	Делай это, делай
171	9-1	Love me love me now	Люби меня сейчас
171	9-2	Love me love me good	Полюби меня правильно
171	9-3	Don’t need nobody else when it feels this good	Не нужен никто другой, когда чувства так прекрасны
171	9-4	Ain’t nobody around, do it like you should	Никого вокруг, делай это как следует
171	9-5	Yeah you make me go	Да, ты заставляешь меня двигаться
171	10-1	Love me love me now	Люби меня сейчас
171	10-2	Love me love me good (you make me go)	Полюби меня правильно (Ты движешь мной)
171	10-3	Don’t need nobody else when it feels this good (you make me go)	Не нужен никто другой, когда чувства так прекрасны (Ты движешь мной)
171	10-4	Ain’t nobody around, do it like you should	Никого вокруг, делай это как следует
171	11-1	Love me love me now	Люби меня сейчас
171	11-2	Love me love me good	Полюби меня правильно
171	11-3	Don’t need nobody else when you feel this good	Не нужен никто другой, когда чувства так прекрасны
171	11-4	Ain’t nobody around doing it like you should	Никого вокруг, делай это как следует
171	11-5	Do it do it	Делай это
171	11-6	Do it do it	Делай это
171	11-7	(Yeah you make me go)	(Да, ты заставляешь меня двигаться)
171	12-1	Love me love me now	Люби меня сейчас
171	12-2	Love me love me good	Полюби меня правильно
171	12-3	Don’t need nobody else when you feel this good	Не нужен никто другой, когда чувства так прекрасны
171	12-4	Ain’t nobody around doing it like you should	Никого вокруг, делай это как следует
171	12-5	Do it do it	Делай это
171	12-6	Do it do it	Делай это
171	12-7	(Yeah you make me go)	(Да, ты заставляешь меня двигаться)
172	0-1	난 멀리서 빛을 볼 수 있어	Я вижу свет на расстоянии
172	0-2	넌 여기서 빛이 날 수 있어	Здесь можно сиять
172	0-3	일어나요 손들어요	Проснись, подними руки
172	0-4	너와 내가 한마음으로	Сделаем это в унисон
172	0-5	I know	Я знаю
172	1-1	흐린 이 날씨를 거쳐	Через эту пасмурную погоду
172	1-2	전보다 훨씬 강해져	Сильнее, чем раньше
172	1-3	먼 훗날 오늘 떠올려	Я помню сегодня в далеком будущем
172	1-4	Yeah yeah yeah yeah yeah yeah	Да, да, да, да, да, да, да
172	2-1	When you wake up everyday now	Когда ты просыпаешься каждый день
172	2-2	Put a big smile on your face now	Широко улыбнись
172	2-3	Focus on what we can change now	Сосредоточься на том, что мы можем изменить сейчас
172	3-1	Yeah it’s time we open up our hearts	Да, пора нам открыть наши сердца
172	3-2	To everyone	Каждому
172	3-3	As long as we got love then	Пока у нас есть любовь
172	3-4	We can turn this into something	Мы можем превратить это во что-то
172	3-5	yeah yeah	Ага-ага
172	4-1	Stand by one another	Поддерживайте друг друга
172	4-2	Treat them like your brother	Относитесь к ним как к своим братьям
172	4-3	I know we got love	Я знаю, что у нас есть любовь
172	4-4	So can we turn this into something	Так можем ли мы превратить это во что-то?
172	4-5	yeah	да уж
172	5-1	Ooh ooh ooh ooh oh	Ох ох ох ох ох ох
172	5-2	Ooh ooh ooh ooh oh	Ох ох ох ох ох ох
172	5-3	Ooh ooh ooh ooh oh	Ох ох ох ох ох ох
172	5-4	Yeah I know that we got love	Да, я знаю, что у нас есть любовь
172	5-5	So we can turn this into something	Так что мы можем превратить это во что-то
172	5-6	yeah	да уж
172	6-1	Lucky to be alive	Повезло остаться в живых
172	6-2	A million reasons why	Миллион причин, почему
172	6-3	This is a beautiful world	Это прекрасный мир
172	6-4	oh yes it is	о, да, это
172	7-1	We’ll get through anything	Мы пройдем через все
172	7-2	We’re one big family	Мы одна большая семья
172	7-3	Hold on cause I’m right here with you	Держись, потому что я здесь с тобой
172	8-1	흐린 이 날씨를 거쳐	Через эту пасмурную погоду
172	8-2	전보다 훨씬 강해져	Сильнее, чем раньше
172	8-3	먼 훗날 오늘 떠올려	Я помню сегодня в далеком будущем
172	8-4	Yeah yeah yeah yeah yeah yeah	Да, да, да, да, да, да, да
172	9-1	When you wake up everyday now	Когда ты просыпаешься каждый день
172	9-2	Put a big smile on your face now	Широко улыбнись
172	9-3	Focus on what we can change now	Сосредоточься на том, что мы можем изменить сейчас
172	10-1	Yeah it’s time we open up our hearts	Да, пора нам открыть наши сердца
172	10-2	To everyone	Каждому
172	10-3	As long as we got love then	Пока у нас есть любовь
172	10-4	We can turn this into something	Мы можем превратить это во что-то
172	10-5	yeah yeah	Ага-ага
172	11-1	Stand by one another	Поддерживайте друг друга
172	11-2	Treat them like your brother	Относитесь к ним как к своим братьям
172	11-3	I know we got love	Я знаю, что у нас есть любовь
172	11-4	So can we turn this into something	Так можем ли мы превратить это во что-то?
172	11-5	yeah	да уж
172	12-1	Ooh ooh ooh ooh oh	Ох ох ох ох ох ох
172	12-2	yeah	да уж
172	12-3	Ooh ooh ooh ooh oh	Ох ох ох ох ох ох
172	12-4	turn it into something yeah	превратить это во что-то да
172	12-5	Ooh ooh ooh ooh oh	Ох ох ох ох ох ох
172	12-6	with you with me	с тобой со мной
172	12-7	Yeah I know that we got love	Да, я знаю, что у нас есть любовь
172	12-8	So we can turn this into something	Так что мы можем превратить это во что-то
172	12-9	yeah	да уж
172	13-1	Reach your hand out	Протяни руку
172	13-2	for someone who’s down	для кого-то, кто упал
172	13-3	We’ve all been there	Мы все были там
172	13-4	before look around	прежде чем осмотреться
172	13-5	Be the light	Быть светом
172	13-6	cause the world needs you now	потому что мир нуждается в тебе сейчас
172	13-7	It starts with you	Это начинается с тебя
172	14-1	Ooh ooh ooh ooh oh	Ох ох ох ох ох ох
172	14-2	yeah	да уж
172	14-3	Ooh ooh ooh ooh oh	Ох ох ох ох ох ох
172	14-4	I need your love	Мне необходима твоя любовь
172	14-5	Ooh ooh ooh ooh oh	Ох ох ох ох ох ох
172	14-6	All I wanna know	Все, что я хочу знать
172	14-7	Yeah I know that we got love	Да, я знаю, что у нас есть любовь
172	14-8	So we can turn this into something	Так что мы можем превратить это во что-то
172	14-9	yeah	да уж
172	15-1	이제 모두 맘을 열어	Теперь каждый открывает свои сердца
172	15-2	너 나 우릴 위해	Для вас или для нас
172	15-3	내 안의 사랑으로 다	С любовью внутри меня
172	15-4	바꿔낼 수 있을까	Могу я его изменить?
172	16-1	작은 날갯짓이	Little Wing
172	16-2	서로를 지켜내면	Защищать друг друга
172	16-3	네 안의 사랑으로 다	С любовью внутри тебя
172	16-4	바꿔낼 수가 있어 yeah	Я могу изменить это, да
173	0-1	Hey hey hey AOA hey hey hey
1	Эй, эй, эй AOA, эй, эй, эй
173	0-2	Brave sound (Drop it)	Храбрый вызов( брось его)
173	1-1	날 바라보는 시선이	Глаза, которые пали на меня
173	1-2	너는 예전 같지가 않은 걸	Они не те, что раньше
173	1-3	난 아직도 쓸만한데	Я всё так же привлекательна,
173	1-4	너는 왜 날 헌 신 짝 보듯이 해	Тогда почему ты смотришь на меня как на изношенный башмак?
173	2-1	너무이뻐 보여 내가 뭐를 입던지	Я так красива, и не имеет значения что я одену
173	2-2	너무 섹시해 보여 굳이 노출 안 해도	Я сексуальна даже если не обнажаю кожу
173	2-3	아찔한 나의 하이힐 새까만 스타킹	Мои опасные высокие каблуки, мои чёрные чулки
173	2-4	도저히 눈을 뗄 수 없을 걸 말리지마	Ты не можешь оторвать свой взгляд от меня (Не останавливай меня)
173	3-1	짧은 치마를 입고	Когда я хожу в мини-юбке по улице,
173	3-2	내가 길을 걸으면 모두 나를 쳐다봐	то все взгляды обращены на меня
173	3-3	짧은 치마를 입고	Но почему же ты тот единственный,
173	3-4	근데 왜 하필 너만 날 몰라주는데	кто не обращает на это внимание?
173	4-1	당당한 여잔데 왜 나를 힘들게 해	Я уверенная в себе, но почему ты заставляешь меня напрягаться?
173	4-2	넌 나만 무시해 어디로 튈지 몰라 나	Ты лишь игнорируешь меня
173	5-1	시간 내 Nail 받고 머릴 바꿔봐도	Я трачу время на маникюр и укладку волос,
173	5-2	새 구두 신고 괜히 짧은 치말 입어 봐도	Я надеваю новые туфли и ношу мини-юбку,
173	5-3	넌 몰라봐 왜 무덤덤해 왜	почему же ты продолжаешь быть равнодушным ко мне?
173	5-4	딴 늑대들이 날 물어가기 전에	Прежде чем меня украдет кто-то другой, тебе стоит приглянуться ко мне
173	6-1	너무이뻐 보여 내가 뭐를 입던지	Я так красива, и не имеет значения что я одену
173	6-2	너무 섹시해 보여 굳이 노출 안 해도	Я сексуальна даже если не обнажаю кожу
173	6-3	아찔한 나의 하이힐 새까만 스타킹	Мои опасные высокие каблуки, мои чёрные чулки
173	6-4	도저히 눈을 뗄 수 없을 걸 말리지마	Ты не можешь оторвать свой взгляд от меня (Не останавливай меня)
173	7-1	짧은 치마를 입고	Когда я хожу в мини-юбке по улице,
173	7-2	내가 길을 걸으면 모두 나를 쳐다봐	то все взгляды обращены на меня
173	7-3	짧은 치마를 입고	Но почему же ты тот единственный,
173	7-4	근데 왜 하필 너만 날 몰라주는데	кто не знает об этом?
173	8-1	당당한 여잔데 왜 나를 힘들게 해	Я уверенная в себе, но почему ты заставляешь меня напрягаться?
173	8-2	넌 나만 무시해 어디로 튈지 몰라 나	Ты лишь игнорируешь меня
173	9-1	난 점점 지쳐가	С каждым разом всё больше изматываюсь,
173	9-2	날 바라보는 그 눈빛마저도	но почему даже твой взгляд так холоден?
173	9-3	왜 그리 차가운지 모르겠어	Не понимаю почему, но сейчас всё поменяется
173	10-1	당당한 여잔데 왜 나를 힘들게 해	Я уверенная в себе, но почему ты заставляешь меня напрягаться?
173	10-2	넌 나만 무시해 어디로 튈지 몰라 나	Ты лишь игнорируешь меня
174	0-1	Woo! Woo!	Ууу! Ууу!
174	0-2	Woo!	Ууу!
174	1-1	Hello, my mind is like a prison, it’s a jail	Привет, мой разум подобен тюрьме, это тюрьма.
174	1-2	난 어둠 속에 갇혀진 듯해	У меня такое чувство, будто я застрял в темноте.
174	1-3	어떤 말들도 의미 없는데	Некоторые слова ничего не значат.
174	1-4	또 지독한 현실이 시작 돼 (Mmhmm!)	Изнурительная реальность снова нападает (Мммм!)
174	2-1	조각나고 비틀린 진실 (Keep me awake)	Эта правда слишком искажена (Не дай мне уснуть)
174	2-2	Round and round 날 가둬두는 너	Снова и снова ты держишь меня взаперти.
174	2-3	정해진 듯 그어진 선 위 (No, I can't stay)	Граница, которая кажется неподвижной (Нет, я не могу остаться)
174	2-4	닿을 때면 숨이 막혀와	Когда ты доходишь до нее, то начинаешь задыхаться.
174	3-1	풀리지 않아 엉켜버린 밤	Он не потерян, но ночь слишком запутана.
174	3-2	공허 해져가 진심이란 말	Это я имею в виду, имею в виду, имею в виду.
174	3-3	괜찮다고 되뇌여보지만	Думаю, все в порядке.
174	3-4	Not alright, alright, alright, I'm not okay	Не в порядке, не в порядке, не в порядке, я не в порядке.
174	4-1	Oh no, here I go again	О нет, я снова здесь
174	4-2	(Woo! Aye Woo! Aye)	(Ууу! Ай-у-у! Да)
174	4-3	잠시 눈을 감은 채 (Aye!)	Закройте на мгновение глаза (Да!)
174	4-4	가만히 나를 비워내 (Woo! Woo!)	Держишь меня опустошенным (Ууу! Ууу!)
174	4-5	I’m forever, ever	Я навсегда, навсегда
174	4-6	Forever, misunderstood	Навсегда непонятый.
174	5-1	무시해 what they say	Не обращай внимания на то, что они говорят.
174	5-2	Story goes round and round	История идет по кругу.
174	5-3	Fakes smiles all over my face	Фальшивые улыбки на моем лице.
174	5-4	Black tinted windows down	Черные тонированные стекла опущены.
174	5-5	내가 뭘 어째	Что я делаю?
174	5-6	숨고 싶은 건 당연한 건데	Неудивительно, что я хочу спрятаться.
174	5-7	Need to find my way, but I stay instead	Мне нужно найти свой путь, но вместо этого я стою на месте.
174	5-8	The devil is a lie, see them shades of red, uh	Дьявол - это ложь, видишь эти оттенки красного, э-э-э.
174	6-1	짙은 안개가 깔리는 듯해	Это как густой туман.
174	6-2	작은 속삭임 나를 휘감아	Легкий шепот проносится надо мной,
174	6-3	끊어낼 수조차 없는 내게	Я даже не могу убежать от него.
174	6-4	Not alright, alright, alright, I'm not okay	Не в порядке, не в порядке, не в порядке, я не в порядке.
174	7-1	Oh no, here I go again	О нет, я снова здесь
174	7-2	(Aye!, Aye!)	(Ай! Ай!)
174	7-3	잠시 눈을 감은 채 (Aye!)	Закройте на мгновение глаза (Да!)
174	7-4	가만히 나를 비워내	Держишь меня опустошенным.
174	7-5	I’m forever, ever	Я навсегда, навсегда,
174	7-6	Forever, misunderstood	Навсегда непонятый.
174	8-1	Ooooooh! Yeah!	Ооооооу! Да!
174	8-2	Ooooooh! Yeah, yeah, yeah, yeah, yeah, yeah, yeah!	Ооооооу! Да, да, да, да, да, да, да!
174	8-3	Ooooooh! Yeah!	Ооооооу! Да!
174	8-4	Forever, ever	Навсегда, навсегда,
174	8-5	Forever, misunderstood	Навсегда, непонятый.
174	9-1	Misunderstood	Непонятый,
174	9-2	Don’t show no love	Не показывай никакой любви.
174	9-3	Misunderstood	Непонятый,
174	9-4	날카로워 (Oh!)	Горький (Оу!)
174	9-5	Misunderstood (Yeah!)	Непонятый (Да!)
174	9-6	맴돌아 날	День проходит слишком шумно.
174	9-7	Misunderstood (Oh! Whoa!)	Непонятый (Оу! Воу!)
174	9-8	미칠 듯해	Это безумие
174	10-1	Oh no, here I go again	О нет, я снова здесь
174	10-2	(Woo! Aye Woo! Aye)	(Ууу! Ай-у-у! Да)
174	10-3	다시 눈을 감은 채 (Aye)	Закройте на мгновение глаза (Да!)
174	10-4	또 한 번 나를 비워내 (Woo! Woo!)	Держишь меня опустошенным (Ууу! Ууу!)
174	10-5	I’m forever, ever	Я навсегда, навсегда
174	10-6	Forever, misunderstood	Навсегда непонятый.
175	0-1	날 가만 못 두지	Надоедают мне
175	0-2	막 시끄럽게 울린 알림음	Шумные уведомлений звуки
175	0-3	고요하길 바란 세상이	Я желал мир, полный тишины
175	0-4	All day long All day long	Весь день, весь день
175	0-5	요동쳐 다시 (요동쳐 다시)	Снова звук вибрации (снова звук)
175	1-1	자극적인 가십 주인공이 돼 난	Как стал главным героем провокационных сплетен
175	1-2	I don't understand, don't understand	Я не понимаю, не понимаю
175	1-3	뜨거워 불붙은 디엠	Моя личка уже горит
175	1-4	지겨워 이런 유명세	Устал от такой славы
175	1-5	잊어줘 조용하게 (Oh)	Забудьте про меня, тише (Оу)
175	2-1	근데 이게 다 뭐야	Но что это всё такое
175	2-2	말이 돼 말이야	Имеет ли это смысл
175	2-3	날 향한 갈증들	Меня настигла жажда
175	2-4	문득 눈을 떠보니	Я вдруг открыл глаза
175	2-5	화제의 중심 Hoo Ha	В центре внимания, ху-ха
175	3-1	Mixed Up 시작됐어 또	Путаница снова началась
175	3-2	세상이 별안간	Мир внезапно
175	3-3	뒤집혔어 발칵	Перевернулся
175	4-1	Mixed Up 쟤가 걔냐고	Перемешалось, я уже не тот
175	4-2	내 얘기만 해 다	Все говорят про меня
175	4-3	그래 나라고	Да, про меня
175	5-1	나도 모르게 주인공이 된 가십 가십	Я внезапно стал главным героем сплетен, сплетен
175	5-2	Mixed Up 날 내버려 둬	Путаница оставь меня в покое
175	5-3	하루 종일 Mixed Up Mixed Up Oh Oh	Весь день путаница, путаница, оу-оу
175	6-1	한바탕 또 몰아쳐 시끄러운 태풍 속	В окружающем меня шумном тайфуне
175	6-2	나 혼자만 고요할 뿐	Спокоен лишь я один
175	6-3	의미 없는 단어에 불이 붙어 번져가	Огонь охватывает всё больше бессмысленных слов
175	6-4	걷잡을 수 없어져 (없어 더)	И его уже не остановить (поздно)
175	7-1	내 맘대로 안돼	Не могу сделать по-своему
175	7-2	이미 Out of control	Уже не под моим контролем
175	7-3	I don't understand, don't understand	Я не понимаю, не понимаю
175	7-4	가만히 있어도 내게	Даже если я стою на месте,
175	7-5	질문이 이어져 마치	Продолжающимся вопросам
175	7-6	끝이란 없어 보여	Будто нет конца
175	8-1	한쪽으로만 돌던	Всё внимание на меня
175	8-2	일상은 없어	Нет повседневной жизни
175	8-3	별안간 뒤집혀 (모든 게 뒤집혀)	Внезапно всё перевернулось (перевернулось)
175	8-4	경계를 침범해왔지	Пересечена черта
175	8-5	어쩌면 Destiny	Может быть, это судьба
175	8-6	(I won't stop)	(Я не остановлюсь)
175	9-1	Mixed Up 시작됐어 또	Путаница снова началась
175	9-2	세상이 별안간	Мир внезапно
175	9-3	뒤집혔어 발칵	Перевернулся
175	10-1	Mixed Up 쟤가 걔냐고	Перемешалось, я уже не тот
175	10-2	내 얘기만 해 다	Все говорят про меня
175	10-3	그래 나라고	Да, про меня
175	10-4	나도 모르게 주인공이 된 가십 가십	Я внезапно стал главным героем сплетен, сплетен
175	10-5	Mixed Up 날 내버려 둬	Путаница оставь меня в покое
175	10-6	하루 종일 Mixed Up Mixed Up Oh Oh	Весь день путаница, путаница, оу-оу
175	11-1	어지러 어지러워	Кругом голова, кругом
